fips,state,county,year,tot_pop,tot_male,tot_female,nh_male,nh_female,h_male,h_female,wa_male,wa_female,ba_male,ba_female,ia_male,ia_female,aa_male,aa_female,na_male,na_female,tom_male,tom_female,nhwa_male,nhwa_female,nhba_male,nhba_female,nhia_male,nhia_female,nhaa_male,nhaa_female,nhna_male,nhna_female,nhtom_male,nhtom_female,hwa_male,hwa_female,hba_male,hba_female,hia_male,hia_female,haa_male,haa_female,hna_male,hna_female,htom_male,htom_female,cx,cy
08097,08,097,2010,17163,9116,8047,8282,7294,834,753,8844,7762,57,36,47,36,88,114,2,3,78,96,8056,7049,48,28,22,20,86,113,0,3,70,81,788,713,9,8,25,16,2,1,2,0,8,15,371.4145319,351.0922021
08099,08,099,2010,12546,6213,6333,3973,4177,2240,2156,5982,6124,49,38,93,76,28,30,1,1,60,64,3832,4046,38,27,33,32,26,27,1,1,43,44,2150,2078,11,11,60,44,2,3,0,0,17,20,468.8966337,396.9651786
08101,08,101,2010,159477,78437,81040,45656,47689,32781,33351,71326,74301,2071,1622,2346,2270,664,808,94,100,1936,1939,42002,44361,1559,1089,497,514,511,655,52,55,1035,1015,29324,29940,512,533,1849,1756,153,153,42,45,901,924,421.6901106,386.8483546
08103,08,103,2010,6620,3407,3213,3047,2917,360,296,3262,3052,40,34,37,43,21,19,1,4,46,61,2932,2786,34,31,22,29,19,17,1,4,39,50,330,266,6,3,15,14,2,2,0,0,7,11,345.414177,325.3255243
08105,08,105,2010,12011,5981,6030,3467,3470,2514,2560,5646,5711,37,34,174,150,35,33,1,2,88,100,3319,3301,19,24,52,58,32,27,1,2,44,58,2327,2410,18,10,122,92,3,6,0,0,44,42,377.8621139,399.8328336
08107,08,107,2010,23447,12467,10980,11604,10199,863,781,12119,10640,74,38,83,71,60,93,6,5,125,133,11338,9933,62,30,41,41,54,85,6,3,103,107,781,707,12,8,42,30,6,8,0,2,22,26,373.9307845,313.9669502
08109,08,109,2010,6122,3135,2987,1894,1777,1241,1210,2929,2801,25,21,95,84,32,25,0,1,54,55,1776,1656,14,16,34,40,30,24,0,1,40,40,1153,1145,11,5,61,44,2,1,0,0,14,15,381.6887935,385.5407583
08111,08,111,2010,710,393,317,338,276,55,41,380,310,0,0,1,1,4,3,0,0,8,3,330,270,0,0,0,1,3,3,0,0,5,2,50,40,0,0,1,0,1,0,0,0,3,1,349.0119036,391.1893858
08113,08,113,2010,7357,4005,3352,3644,3088,361,264,3848,3202,25,16,60,42,22,33,0,1,50,58,3541,2965,17,11,21,26,22,32,0,0,43,54,307,237,8,5,39,16,0,1,0,1,7,4,333.8379892,382.0935953
08115,08,115,2010,2372,1178,1194,1041,1064,137,130,1102,1133,15,5,23,25,15,11,0,0,23,20,981,1012,13,5,13,17,15,11,0,0,19,19,121,121,2,0,10,8,0,0,0,0,4,1,475.5474697,311.8004112
08117,08,117,2010,28081,15400,12681,13241,10808,2159,1873,14860,12182,155,99,79,85,137,155,7,6,162,154,12815,10437,130,79,38,39,130,145,3,5,125,103,2045,1745,25,20,41,46,7,10,4,1,37,51,390.2211091,340.7582151
08119,08,119,2010,23454,11936,11518,11281,10832,655,686,11444,10996,69,45,136,128,61,113,7,5,219,231,10874,10400,68,41,93,88,51,108,5,5,190,190,570,596,1,4,43,40,10,5,2,0,29,41,409.0684696,364.9684631
08121,08,121,2010,4803,2448,2355,2223,2182,225,173,2366,2284,28,7,20,23,9,11,0,2,25,28,2151,2123,27,7,13,16,9,11,0,0,23,25,215,161,1,0,7,7,0,0,0,2,2,3,455.1333362,336.8829966
08123,08,123,2010,254270,127241,127029,90300,91524,36941,35505,118994,119564,1722,1243,2399,1892,1523,1767,182,141,2421,2422,85062,86907,1278,808,910,550,1338,1595,104,71,1608,1593,33932,32657,444,435,1489,1342,185,172,78,70,813,829,430.4720448,317.7572429
08125,08,125,2010,10043,4981,5062,3889,4081,1092,981,4860,4950,17,7,39,50,16,18,6,3,43,34,3804,4008,16,5,18,31,15,12,1,0,35,25,1056,942,1,2,21,19,1,6,5,3,8,9,472.2482719,337.1837118
09001,09,001,2010,918714,446618,472096,367147,395481,79471,76615,365504,381002,49302,57786,2243,1998,21257,22862,551,473,7761,7975,296981,315236,43421,51345,529,555,20637,22319,160,183,5419,5843,68523,65766,5881,6441,1714,1443,620,543,391,290,2342,2132,1097.276305,247.2109159
09003,09,003,2010,894478,432359,462119,365462,391600,66897,70519,339169,361966,62386,68206,1945,2048,19585,20036,525,416,8749,9447,286071,306504,53279,58009,628,691,19080,19507,111,127,6293,6762,53098,55462,9107,10197,1317,1357,505,529,414,289,2456,2685,1107.245981,228.4767322
09005,09,005,2010,189840,93308,96532,88960,92287,4348,4245,88751,91883,1528,1380,242,219,1374,1631,62,58,1351,1361,85112,88381,1224,1021,142,131,1337,1592,28,32,1117,1130,3639,3502,304,359,100,88,37,39,34,26,234,231,1096.758225,231.7816871
09007,09,007,2010,165697,80941,84756,76967,80789,3974,3967,73315,76572,3918,4202,152,166,2069,2297,49,50,1438,1469,70024,73320,3532,3793,104,119,2025,2252,24,33,1258,1272,3291,3252,386,409,48,47,44,45,25,17,180,197,1113.70396,237.1230401
09009,09,009,2010,862989,415457,447532,350895,381746,64562,65786,334158,357261,55643,62529,1863,1921,15070,16350,388,361,8335,9110,280714,303453,48455,54599,713,739,14713,15955,132,110,6168,6890,53444,53808,7188,7930,1150,1182,357,395,256,251,2167,2220,1106.259407,240.9027459
09011,09,011,2010,274055,136842,137213,124823,125873,12019,11340,115654,117023,9356,8190,1473,1404,5733,6109,183,168,4443,4319,106441,108487,8032,6741,1046,1036,5548,5952,82,99,3674,3558,9213,8536,1324,1449,427,368,185,157,101,69,769,761,1122.645799,234.1624614
09013,09,013,2010,152781,77205,75576,73471,72596,3734,2980,69646,69468,3283,1983,187,166,2666,2627,100,26,1323,1306,66688,67042,2980,1724,134,106,2572,2577,21,15,1076,1132,2958,2426,303,259,53,60,94,50,79,11,247,174,1115.052597,224.8022523
09015,09,015,2010,118519,58734,59785,52859,54214,5875,5571,54545,55933,1815,1452,421,346,677,789,53,48,1223,1217,49807,51397,1178,820,241,219,630,741,21,26,982,1011,4738,4536,637,632,180,127,47,48,32,22,241,206,1122.552949,224.0030932
10001,10,001,2010,162912,78350,84562,73668,79720,4682,4842,55164,57887,18677,21222,554,583,1408,2012,70,79,2477,2779,51829,54554,17838,20256,447,475,1364,1964,37,38,2153,2433,3335,3333,839,966,107,108,44,48,33,41,324,346,1065.002691,320.041924
10003,10,003,2010,538986,261015,277971,236683,255147,24332,22824,180922,189457,61825,69290,1105,1086,11816,12133,129,142,5218,5863,160977,171410,59024,66112,484,515,11662,11990,49,59,4487,5061,19945,18047,2801,3178,621,571,154,143,80,83,731,802,1060.194061,306.5598001
10005,10,005,2010,197871,96607,101264,87343,93366,9264,7898,79665,83518,12511,13253,1399,1207,983,1116,149,121,1900,2049,72330,77307,11949,12773,486,445,913,1065,38,37,1627,1739,7335,6211,562,480,913,762,70,51,111,84,273,310,1071.44162,331.2860008
11001,11,001,2010,604453,285626,318827,257071,292125,28555,26702,125858,126273,141881,169942,1684,1587,9163,12625,421,365,6619,8035,104451,106511,137690,165769,633,698,8886,12349,113,121,5298,6677,21407,19762,4191,4173,1051,889,277,276,308,244,1321,1358,1034.640757,332.0729846
12001,12,001,2010,247497,119917,127580,109768,116800,10149,10780,86270,90117,23725,27183,437,409,6694,6877,88,78,2703,2916,77332,80620,23153,26548,306,303,6586,6753,69,53,2322,2523,8938,9497,572,635,131,106,108,124,19,25,381,393,955.4440734,618.6117229
12003,12,003,2010,27106,14165,12941,13851,12706,314,235,11585,11204,2287,1409,59,49,68,76,4,1,162,202,11335,11002,2254,1390,48,44,61,75,4,1,149,194,250,202,33,19,11,5,7,1,0,0,13,8,954.6114275,599.5992426
12005,12,005,2010,169272,83874,85398,79619,81426,4255,3972,70339,70847,9106,9392,608,613,1377,2086,99,89,2345,2371,66721,67504,8859,9138,514,527,1327,2042,77,69,2121,2146,3618,3343,247,254,94,86,50,44,22,20,224,225,872.0677478,611.6677202
12007,12,007,2010,28480,16005,12475,15232,12196,773,279,11735,10218,3950,1907,64,64,67,92,9,4,180,190,11065,9984,3885,1884,46,56,59,91,7,2,170,179,670,234,65,23,18,8,8,1,2,2,10,11,959.1405019,610.0564519
12009,12,009,2010,543573,266417,277156,244707,254530,21710,22626,226446,233505,27329,29025,1256,1145,4913,6871,295,304,6178,6306,208033,214137,25726,27441,917,814,4699,6651,181,175,5151,5312,18413,19368,1603,1584,339,331,214,220,114,129,1027,994,1001.974937,652.581393
12011,12,011,2010,1753578,849425,904153,636077,675652,213348,228501,577690,595483,223713,256400,3105,3050,28604,31301,822,845,15491,17074,382185,386211,212258,243868,1778,1761,27630,30284,503,536,11723,12992,195505,209272,11455,12532,1327,1289,974,1017,319,309,3768,4082,1018.594473,711.9236919
12013,12,013,2010,14599,7953,6646,7397,6420,556,226,6299,5693,1348,664,93,86,41,49,8,2,164,152,5815,5502,1318,651,73,77,32,45,5,1,154,144,484,191,30,13,20,9,9,4,3,1,10,8,882.2757543,606.7086774
12015,12,015,2010,159990,77803,82187,73192,77520,4611,4667,70835,75077,4754,4605,230,216,816,1182,50,41,1118,1066,66767,70971,4441,4258,170,171,782,1162,36,20,996,938,4068,4106,313,347,60,45,34,20,14,21,122,128,978.8762846,696.1015523
12017,12,017,2010,141129,68330,72799,65015,69466,3315,3333,64194,68331,2071,2003,262,226,856,1232,24,40,923,967,61214,65332,1933,1860,216,190,814,1211,17,20,821,853,2980,2999,138,143,46,36,42,21,7,20,102,114,956.1480771,642.7191242
12019,12,019,2010,191395,93758,97637,86478,90146,7280,7491,78892,81071,9402,10084,483,478,2517,3299,121,135,2343,2570,72862,74874,8809,9469,369,372,2371,3135,88,99,1979,2197,6030,6197,593,615,114,106,146,164,33,36,364,373,966.4706067,608.2439151
12021,12,021,2010,322472,159023,163449,114799,123916,44224,39533,143838,147792,10847,10954,848,750,1701,2099,172,151,1617,1703,101718,110166,9989,10134,312,311,1512,1942,40,43,1228,1320,42120,37626,858,820,536,439,189,157,132,108,389,383,996.6717018,716.2451156
12023,12,023,2010,67597,34987,32610,33122,31121,1865,1489,27225,26267,6692,5253,198,182,274,364,26,17,572,527,25582,24964,6566,5159,165,158,262,349,17,12,530,479,1643,1303,126,94,33,24,12,15,9,5,42,48,946.6817945,603.8919372
12027,12,027,2010,34984,19784,15200,13033,11515,6751,3685,16310,13032,2877,1717,228,162,119,109,34,18,216,162,10009,9610,2718,1623,42,53,94,96,5,1,165,132,6301,3422,159,94,186,109,25,13,29,17,51,30,979.8779022,687.8294351
12029,12,029,2010,16390,8836,7554,8495,7373,341,181,7708,6928,947,425,46,50,31,35,0,0,104,116,7408,6774,921,409,38,45,28,31,0,0,100,114,300,154,26,16,8,5,3,4,0,0,4,2,935.8781823,623.2266334
12031,12,031,2010,865876,420261,445615,386789,413187,33472,32428,269106,274656,121030,138200,1998,1897,17442,19605,505,475,10180,10782,241976,248648,117249,134323,1428,1423,16952,19128,379,356,8805,9309,27130,26008,3781,3877,570,474,490,477,126,119,1375,1473,969.3427032,597.389335
12033,12,033,2010,298043,147330,150713,139457,144391,7873,6322,104940,103852,32733,36386,1456,1282,3728,4660,242,260,4231,4273,98583,98851,32025,35772,1250,1144,3590,4522,196,223,3813,3879,6357,5001,708,614,206,138,138,138,46,37,418,394,827.3493753,603.7243964
12035,12,035,2010,95928,46125,49803,42145,45456,3980,4347,38870,41603,5265,5989,180,137,964,1147,34,46,812,881,35400,37785,4976,5673,137,105,940,1120,23,31,669,742,3470,3818,289,316,43,32,24,27,11,15,143,139,982.4302514,621.1081943
12037,12,037,2010,11554,6675,4879,6262,4744,413,135,5313,4332,1187,397,52,36,22,23,2,0,99,91,4951,4214,1157,386,36,30,22,23,0,0,96,91,362,118,30,11,16,6,0,0,2,0,3,0,893.4937833,620.6513208
12039,12,039,2010,46449,22695,23754,20336,21694,2359,2060,9904,9360,12289,13907,129,112,107,147,22,20,244,208,7822,7528,12156,13784,50,64,97,136,8,5,203,177,2082,1832,133,123,79,48,10,11,14,15,41,31,895.9200519,600.2082002
12041,12,041,2010,16956,8848,8108,8323,7768,525,340,8003,7638,639,263,55,58,32,40,6,0,113,109,7529,7335,618,252,35,41,32,39,0,0,109,101,474,303,21,11,20,17,0,1,6,0,4,8,944.3705493,618.6730261
12043,12,043,2010,12842,7428,5414,5721,4413,1707,1001,5764,4601,1183,407,321,271,42,36,7,10,111,89,4216,3694,1138,374,236,238,31,28,4,4,96,75,1548,907,45,33,85,33,11,8,3,6,15,14,996.7951105,691.9148666
12045,12,045,2010,15847,9486,6361,8927,6219,559,142,7038,5442,2244,706,49,42,32,30,3,1,120,140,6528,5330,2212,693,41,36,27,23,3,0,116,137,510,112,32,13,8,6,5,7,0,1,4,3,883.1273312,619.7912091
12047,12,047,2010,14747,8716,6031,7890,5575,826,456,5250,3953,3238,1854,62,56,44,48,7,7,115,113,4518,3569,3183,1822,44,43,37,38,5,3,103,100,732,384,55,32,18,13,7,10,2,4,12,13,937.4112142,597.1863773
12049,12,049,2010,27801,14925,12876,8190,7689,6735,5187,13252,11530,1157,887,166,133,162,152,10,10,178,164,6768,6547,1076,813,52,49,149,141,6,4,139,135,6484,4983,81,74,114,84,13,11,4,6,39,29,978.5695872,679.0829011
12051,12,051,2010,39180,21217,17963,10300,9641,10917,8322,17381,14656,2972,2512,441,385,168,164,27,28,228,218,6951,6704,2748,2332,276,284,139,144,16,10,170,167,10430,7952,224,180,165,101,29,20,11,18,58,51,999.235896,703.2602043
12053,12,053,2010,173008,82680,90328,74051,81033,8629,9295,75773,82558,4367,4837,322,333,811,1193,65,60,1342,1347,68033,74144,3882,4365,231,234,769,1134,39,35,1097,1121,7740,8414,485,472,91,99,42,59,26,25,245,226,958.6622837,651.0295162
12055,12,055,2010,98700,48250,50450,38992,42554,9258,7896,41855,43667,4627,4965,268,232,710,823,42,49,748,714,33321,36433,4209,4584,177,179,653,768,25,28,607,562,8534,7234,418,381,91,53,57,55,17,21,141,152,991.2787038,681.5299619
12057,12,057,2010,1233846,601453,632393,447903,476625,153550,155768,462814,478211,100793,112475,2990,3029,20535,23451,719,784,13602,14443,325089,338736,91044,102308,1445,1561,19825,22742,359,422,10141,10856,137725,139475,9749,10167,1545,1468,710,709,360,362,3461,3587,964.0051023,668.4739047
12059,12,059,2010,19855,10566,9289,10240,9116,326,173,9300,8764,940,208,79,77,39,54,11,11,197,175,9026,8631,918,198,68,65,32,46,8,9,188,167,274,133,22,10,11,12,7,8,3,2,9,8,865.6001181,595.1029361
12061,12,061,2010,138268,66890,71378,58660,64021,8230,7357,58692,62872,6244,6433,265,270,862,868,36,33,791,902,51068,56023,5950,6201,117,156,833,843,25,26,667,772,7624,6849,294,232,148,114,29,25,11,7,124,130,1007.873262,668.6857794
12063,12,063,2010,49701,27226,22475,25693,21821,1533,654,18628,16339,7815,5488,208,139,135,127,38,17,402,365,17312,15792,7709,5438,171,117,113,117,14,6,374,351,1316,547,106,50,37,22,22,10,24,11,28,14,880.5856541,595.6297745
12065,12,065,2010,14763,7745,7018,7405,6815,340,203,4801,4306,2777,2550,43,33,30,41,1,1,93,87,4516,4149,2744,2522,31,23,27,36,1,1,86,84,285,157,33,28,12,10,3,5,0,0,7,3,914.4772311,602.0055277
12067,12,067,2010,8891,5492,3399,4750,3054,742,345,4131,3093,1226,199,50,24,15,14,1,1,69,68,3438,2772,1201,191,28,16,14,14,1,1,68,60,693,321,25,8,22,8,1,0,0,0,1,8,933.7567499,612.6199802
12069,12,069,2010,297950,144393,153557,126278,135368,18115,18189,123675,131132,14583,15604,988,898,2572,3202,190,193,2385,2528,107613,114976,13604,14589,491,484,2446,3074,133,147,1991,2098,16062,16156,979,1015,497,414,126,128,57,46,394,430,975.5650948,642.4732616
12071,12,071,2010,620151,304362,315789,245348,260705,59014,55084,268258,277022,25754,27743,1809,1363,3941,5074,394,273,4206,4314,214515,226529,23131,25166,646,658,3682,4824,91,110,3283,3418,53743,50493,2623,2577,1163,705,259,250,303,163,923,896,982.6854894,704.9397103
12073,12,073,2010,276058,131440,144618,123862,136723,7578,7895,86158,90808,38274,46186,387,448,3995,4258,102,96,2524,2822,79795,84205,37529,45380,321,372,3892,4167,67,76,2258,2523,6363,6603,745,806,66,76,103,91,35,20,266,299,905.016979,602.4628786
12075,12,075,2010,40735,20042,20693,18417,19271,1625,1422,17684,18059,1827,2044,97,113,105,144,21,14,308,319,16180,16760,1775,1989,63,79,98,135,12,8,289,300,1504,1299,52,55,34,34,7,9,9,6,19,19,947.491487,630.1943543
12077,12,077,2010,8355,5098,3257,4713,3130,385,127,3742,2822,1196,287,60,50,20,29,2,2,78,67,3408,2729,1168,272,43,40,20,25,0,0,74,64,334,93,28,15,17,10,0,4,2,2,4,3,890.7100609,610.8199686
12079,12,079,2010,19205,10026,9179,9446,8875,580,304,5970,5367,3850,3609,70,57,30,37,3,1,103,108,5455,5111,3816,3586,48,44,27,29,3,1,97,104,515,256,34,23,22,13,3,8,0,0,6,4,924.9151553,600.3788578
12081,12,081,2010,323435,156457,166978,131264,143895,25193,23083,136942,144944,13836,15528,841,812,2427,3100,146,144,2265,2450,113785,123855,12904,14573,281,318,2335,2997,78,85,1881,2067,23157,21089,932,955,560,494,92,103,68,59,384,383,966.2337158,681.5500709
12083,12,083,2010,331290,159020,172270,140773,154229,18247,18041,133933,144024,19567,22233,779,740,2081,2581,115,121,2545,2571,117515,127892,18536,21125,503,481,2015,2512,71,82,2133,2137,16418,16132,1031,1108,276,259,66,69,44,39,412,434,964.9709904,630.9166285
12085,12,085,2010,146393,72467,73926,62634,65876,9833,8050,65419,67841,4499,3598,861,589,722,935,117,89,849,874,56904,60734,4207,3358,116,121,681,898,29,39,697,726,8515,7107,292,240,745,468,41,37,88,50,152,148,1015.251748,685.6585558
12086,12,086,2010,2505379,1213049,1292330,427655,444309,785394,848021,945759,999148,231045,254296,3293,3224,19038,20655,614,571,13300,14436,197794,188664,202746,226218,1007,1075,17764,19268,294,265,8050,8819,747965,810484,28299,28078,2286,2149,1274,1387,320,306,5250,5617,1018.934409,727.4686257
12087,12,087,2010,73269,39061,34208,31045,27032,8016,7176,35685,31019,2270,2017,159,165,355,466,46,32,546,509,28019,24196,2062,1837,121,125,342,450,31,22,470,402,7666,6823,208,180,38,40,13,16,15,10,76,107,1007.234633,732.2382479
12089,12,089,2010,73473,36224,37249,34965,36101,1259,1148,32964,33719,2276,2486,173,167,284,380,25,31,502,466,31877,32728,2212,2416,127,127,268,362,22,26,459,442,1087,991,64,70,46,40,16,18,3,5,43,24,965.1954903,589.8168039
12091,12,091,2010,180728,90815,89913,84302,84027,6513,5886,75855,74068,9075,8165,595,564,1865,3673,198,199,3227,3244,70410,69225,8676,7786,460,437,1752,3531,153,156,2851,2892,5445,4843,399,379,135,127,113,142,45,43,376,352,846.6387544,601.6697992
12093,12,093,2010,40041,21454,18587,15815,14639,5639,3948,18622,16806,2169,1137,242,211,173,211,22,18,226,204,13235,13054,2088,1067,136,138,157,197,12,9,187,174,5387,3752,81,70,106,73,16,14,10,9,39,30,1002.61494,678.4230279
12095,12,095,2010,1149500,566180,583320,413879,425017,152301,158303,401397,404292,119664,129969,3096,3096,28201,31692,1145,1094,12677,13177,266916,264363,108293,118378,1262,1293,27201,30618,729,677,9478,9688,134481,139929,11371,11591,1834,1803,1000,1074,416,417,3199,3489,986.5461331,648.0974673
12097,12,097,2010,269837,132208,137629,72537,74251,59671,63378,107204,111470,16744,17159,1006,997,3796,4319,331,348,3127,3336,54261,55084,12479,12785,295,315,3530,3985,164,181,1808,1901,52943,56386,4265,4374,711,682,266,334,167,167,1319,1435,992.8079573,660.3270545
12099,12,099,2010,1323394,640650,682744,512214,558428,128436,124316,497692,529514,112360,122127,5131,3471,15304,17266,719,595,9444,9771,381985,416032,106838,116669,1145,1105,14744,16737,303,275,7199,7610,115707,113482,5522,5458,3986,2366,560,529,416,320,2245,2161,1016.658456,697.7983069
12101,12,101,2010,465543,226345,239198,199239,211354,27106,27844,205693,217402,10897,10826,978,962,4568,5630,233,212,3976,4166,181081,192124,9694,9594,603,632,4421,5447,138,128,3302,3429,24612,25278,1203,1232,375,330,147,183,95,84,674,737,960.4444955,657.9508309
12103,12,103,2010,916719,440218,476501,403415,439511,36803,36990,371342,399838,45730,50935,1749,1718,12990,14985,499,506,7908,8519,338801,367286,43714,48800,1048,1067,12693,14664,368,390,6791,7304,32541,32552,2016,2135,701,651,297,321,131,116,1117,1215,953.477899,669.7017685
12105,12,105,2010,602788,295712,307076,240436,255159,55276,51917,238967,247188,44624,46957,1923,1748,4771,5521,300,278,5127,5384,189041,200461,41830,44138,865,842,4586,5335,130,144,3984,4239,49926,46727,2794,2819,1058,906,185,186,170,134,1143,1145,979.3817693,665.6977883
12107,12,107,2010,74262,36848,37414,33255,34289,3593,3125,30021,30009,5845,6324,225,191,201,271,35,41,521,578,26767,27177,5678,6175,143,120,190,263,18,28,459,526,3254,2832,167,149,82,71,11,8,17,13,62,52,970.8919791,618.3500986
12109,12,109,2010,191323,93061,98262,88114,93093,4947,5169,83975,88657,5368,5560,323,296,1855,2188,85,75,1455,1486,79498,83979,5179,5351,248,233,1807,2144,76,64,1306,1322,4477,4678,189,209,75,63,48,44,9,11,149,164,977.5926946,609.073309
12111,12,111,2010,278689,136323,142366,112754,119566,23569,22800,104725,107984,26138,28354,792,726,2054,2567,135,128,2479,2607,83527,87507,24919,27098,342,330,1926,2464,85,86,1955,2081,21198,20477,1219,1256,450,396,128,103,50,42,524,526,1012.945934,677.1105507
12113,12,113,2010,151966,76719,75247,73282,72082,3437,3165,67654,67314,5201,3229,715,654,1009,1831,107,116,2033,2103,64730,64668,5016,3029,626,583,964,1780,93,101,1853,1921,2924,2646,185,200,89,71,45,51,14,15,180,182,836.3173582,602.296219
12115,12,115,2010,379874,181286,198588,165815,183823,15471,14765,167268,182988,8842,9595,603,558,2155,2871,86,83,2332,2493,153208,169521,8218,8989,324,342,2084,2809,49,49,1932,2113,14060,13467,624,606,279,216,71,62,37,34,400,380,966.9080238,689.9656247
12117,12,117,2010,423508,205204,218304,170212,180238,34992,38066,168683,178096,23327,25757,828,819,7675,8667,200,202,4491,4763,137474,144001,21250,23467,502,515,7445,8448,97,122,3444,3685,31209,34095,2077,2290,326,304,230,219,103,80,1047,1078,987.7454589,642.0187704
12119,12,119,2010,94074,48920,45154,45238,43221,3682,1933,41461,41493,6458,2719,256,171,267,383,33,20,445,368,38254,39708,6145,2649,171,140,257,377,21,13,390,334,3207,1785,313,70,85,31,10,6,12,7,55,34,966.5319327,645.4245809
12121,12,121,2010,41495,20903,20592,18735,19151,2168,1441,17913,17673,2481,2312,155,136,100,139,15,18,239,314,15922,16351,2425,2280,75,89,89,134,9,9,215,288,1991,1322,56,32,80,47,11,5,6,9,24,26,937.7477643,606.0540819
12123,12,123,2010,22566,12557,10009,11939,9818,618,191,9255,7934,2956,1723,113,75,72,82,6,5,155,190,8703,7779,2914,1703,99,66,69,80,6,4,148,186,552,155,42,20,14,9,3,2,0,1,7,4,923.1340647,612.0561658
12125,12,125,2010,15524,10048,5476,9504,5273,544,203,7069,4655,2798,658,52,39,25,25,1,1,103,98,6600,4493,2741,628,41,34,22,24,1,1,99,93,469,162,57,30,11,5,3,1,0,0,4,5,953.6010174,608.250898
12127,12,127,2010,494527,241750,252777,214089,224898,27661,27879,206996,215498,25493,27691,1064,1007,3765,4143,161,134,4271,4304,182454,190802,23879,25938,671,695,3587,3954,102,76,3396,3433,24542,24696,1614,1753,393,312,178,189,59,58,875,871,987.6204009,632.0893598
12129,12,129,2010,30826,17017,13809,16349,13430,668,379,13459,11937,3074,1425,114,95,78,102,15,12,277,238,12893,11622,3018,1395,99,85,71,99,13,7,255,222,566,315,56,30,15,10,7,3,2,5,22,16,902.9589557,611.252264
12131,12,131,2010,55233,28278,26955,26598,25673,1680,1282,25147,24500,1956,1283,274,247,212,307,50,43,639,575,23693,23365,1906,1258,239,225,203,300,23,18,534,507,1454,1135,50,25,35,22,9,7,27,25,105,68,857.5348499,602.2683767
12133,12,133,2010,24899,13580,11319,13078,11047,502,272,10657,9525,2417,1348,173,143,66,87,8,6,259,210,10247,9306,2376,1321,148,134,57,85,8,5,242,196,410,219,41,27,25,9,9,2,0,1,17,14,869.962393,602.2490077
13001,13,001,2010,18261,9171,9090,8167,8409,1004,681,7226,7187,1744,1715,45,41,56,72,22,0,78,75,6299,6568,1701,1679,27,20,55,71,9,0,76,71,927,619,43,36,18,21,1,1,13,0,2,4,948.6239321,558.8276029
13003,13,003,2010,8366,4212,4154,3107,3282,1105,872,3332,3173,697,794,65,50,28,27,29,21,61,89,2344,2410,665,759,32,18,18,22,3,2,45,71,988,763,32,35,33,32,10,5,26,19,16,18,936.1580276,573.9360711
13005,13,005,2010,11076,5482,5594,5025,5281,457,313,4521,4589,848,878,32,25,22,33,2,0,57,69,4102,4311,831,859,19,12,17,30,0,0,56,69,419,278,17,19,13,13,5,3,2,0,1,0,945.3135472,565.1071684
13007,13,007,2010,3415,1650,1765,1565,1684,85,81,836,851,743,826,24,24,16,21,5,3,26,40,776,805,730,809,19,13,15,20,0,1,25,36,60,46,13,17,5,11,1,1,5,2,1,4,897.7163427,578.0452115
13009,13,009,2010,45735,22689,23046,22176,22598,513,448,12707,12747,9396,9673,87,60,268,300,19,16,212,250,12320,12418,9323,9600,56,39,265,296,9,9,203,236,387,329,73,73,31,21,3,4,10,7,9,14,920.2125388,523.8800079
13011,13,011,2010,18415,9309,9106,8719,8655,590,451,8837,8664,232,232,50,34,91,79,4,8,95,89,8299,8252,216,216,21,20,91,79,0,0,92,88,538,412,16,16,29,14,0,0,4,8,3,1,909.3820831,487.6874161
13013,13,013,2010,69731,34369,35362,31174,32449,3195,2913,28501,28978,3782,4324,171,152,1249,1193,25,28,641,687,25654,26410,3670,4202,76,70,1235,1173,15,17,524,577,2847,2568,112,122,95,82,14,20,10,11,117,110,905.5434033,498.670477
13015,13,015,2010,100195,49420,50775,45279,47192,4141,3583,42881,43710,5017,5460,284,249,370,431,44,57,824,868,39265,40608,4822,5269,129,135,345,407,27,30,691,743,3616,3102,195,191,155,114,25,24,17,27,133,125,878.0864375,494.8949081
13017,13,017,2010,17653,8448,9205,7875,8743,573,462,5481,5593,2783,3377,55,49,59,70,6,2,64,114,4975,5191,2754,3348,27,30,56,67,1,0,62,107,506,402,29,29,28,19,3,3,5,2,2,7,925.9722354,561.5692343
13019,13,019,2010,19303,9511,9792,8986,9428,525,364,8397,8473,959,1141,40,34,33,54,2,3,80,87,7923,8148,926,1122,30,25,33,54,0,2,74,77,474,325,33,19,10,9,0,0,2,1,6,10,927.5930324,575.6220035
13021,13,021,2010,155715,73361,82354,70902,80326,2459,2028,33543,35341,37321,44380,196,189,1258,1425,108,73,935,946,31695,33900,36969,44033,137,139,1208,1373,53,26,840,855,1848,1441,352,347,59,50,50,52,55,47,95,91,910.3540353,533.0951246
13023,13,023,2010,13098,6227,6871,6049,6739,178,132,4539,4739,1574,2015,7,8,58,55,1,2,48,52,4390,4638,1551,1988,5,6,57,55,1,2,45,50,149,101,23,27,2,2,1,0,0,0,3,2,920.721496,542.6291042
13025,13,025,2010,18435,9202,9233,9012,9075,190,158,8805,8753,252,309,32,30,20,28,0,2,93,111,8631,8612,247,299,25,26,20,27,0,2,89,109,174,141,5,10,7,4,0,1,0,0,4,2,958.5788716,573.637577
13027,13,027,2010,16199,7872,8327,7376,7968,496,359,5083,5081,2661,3080,33,37,21,38,8,7,66,84,4628,4773,2637,3051,28,28,21,37,1,1,61,78,455,308,24,29,5,9,0,1,7,6,5,6,920.5635292,589.4152107
