fips,state,county,year,tot_pop,tot_male,tot_female,nh_male,nh_female,h_male,h_female,wa_male,wa_female,ba_male,ba_female,ia_male,ia_female,aa_male,aa_female,na_male,na_female,tom_male,tom_female,nhwa_male,nhwa_female,nhba_male,nhba_female,nhia_male,nhia_female,nhaa_male,nhaa_female,nhna_male,nhna_female,nhtom_male,nhtom_female,hwa_male,hwa_female,hba_male,hba_female,hia_male,hia_female,haa_male,haa_female,hna_male,hna_female,htom_male,htom_female,cx,cy
27113,27,113,2010,13946,6875,7071,6681,6897,194,174,6510,6693,103,85,113,116,41,56,0,0,108,121,6342,6548,96,81,101,97,40,56,0,0,102,115,168,145,7,4,12,19,1,0,0,0,6,6,612.8073405,107.7144251
27115,27,115,2010,29727,15908,13819,15388,13593,520,226,14457,13060,578,65,528,381,76,70,19,10,250,233,14026,12888,549,53,494,362,71,68,16,7,232,215,431,172,29,12,34,19,5,2,3,3,18,18,678.9936661,162.7106151
27117,27,117,2010,9578,4665,4913,4484,4747,181,166,4462,4679,37,48,59,58,33,41,0,0,74,87,4313,4548,30,36,45,46,33,41,0,0,63,76,149,131,7,12,14,12,0,0,0,0,11,11,608.0694647,224.6560148
27119,27,119,2010,31640,15841,15799,14941,14958,900,841,15048,15050,167,110,252,230,94,122,0,3,280,284,14251,14297,148,97,208,196,91,118,0,1,243,249,797,753,19,13,44,34,3,4,0,2,37,35,605.4967269,116.076629
27121,27,121,2010,10978,5552,5426,5510,5387,42,39,5456,5316,22,19,20,23,19,26,0,0,35,42,5416,5279,21,19,20,23,19,26,0,0,34,40,40,37,1,0,0,0,0,0,0,0,1,2,624.7023259,179.261495
27123,27,123,2010,509320,247034,262286,227928,244688,19106,17598,178968,191385,27960,29569,2382,2545,29745,30323,180,182,7799,8282,163555,177421,26812,28363,1444,1687,29520,30095,98,98,6499,7024,15413,13964,1148,1206,938,858,225,228,82,84,1300,1258,672.7709548,195.0571478
27125,27,125,2010,4075,2078,1997,2041,1958,37,39,1999,1916,14,14,28,23,9,15,0,0,28,29,1964,1880,14,12,27,23,9,15,0,0,27,28,35,36,0,2,1,0,0,0,0,0,1,1,611.5641861,113.3123364
27127,27,127,2010,16058,7961,8097,7769,7926,192,171,7124,7256,58,58,378,384,255,251,5,1,141,147,6990,7132,45,47,347,361,253,249,4,1,130,136,134,124,13,11,31,23,2,2,1,0,11,11,628.857595,213.5239484
27129,27,129,2010,15693,7926,7767,7399,7266,527,501,7734,7566,33,27,62,53,21,38,0,1,76,82,7229,7091,31,23,46,35,21,37,0,1,72,79,505,475,2,4,16,18,0,1,0,0,4,3,635.0495071,204.0822699
27131,27,131,2010,64228,32837,31391,29976,29103,2861,2288,30001,29463,1452,637,266,126,628,702,19,21,471,442,27345,27330,1402,607,190,65,609,687,13,16,417,398,2656,2133,50,30,76,61,19,15,6,5,54,44,669.2723602,214.2400013
27133,27,133,2010,9692,4789,4903,4704,4806,85,97,4649,4769,40,21,28,25,28,37,0,0,44,51,4569,4674,39,21,26,23,28,37,0,0,42,51,80,95,1,0,2,2,0,0,0,0,2,0,608.1587094,234.7826063
27135,27,135,2010,15561,7948,7613,7869,7540,79,73,7540,7215,32,28,100,90,191,172,1,1,84,107,7478,7165,31,23,91,80,190,171,1,1,78,100,62,50,1,5,9,10,1,1,0,0,6,7,617.1931486,87.36767073
27137,27,137,2010,200155,100191,99964,98872,98792,1319,1172,93240,93432,1695,1060,2229,2246,823,988,45,41,2159,2197,92222,92582,1657,1028,2129,2126,806,970,28,30,2030,2056,1018,850,38,32,100,120,17,18,17,11,129,141,682.9257421,119.9293446
27139,27,139,2010,130487,65007,65480,62005,62645,3002,2835,57711,57766,1807,1712,595,659,3599,3990,61,72,1234,1281,55121,55319,1711,1625,466,519,3529,3935,50,60,1128,1187,2590,2447,96,87,129,140,70,55,11,12,106,94,664.3193242,205.9171328
27141,27,141,2010,88691,45380,43311,44291,42422,1089,889,42665,41295,1161,546,288,177,558,595,8,12,700,686,41690,40528,1128,515,252,138,556,590,8,11,657,640,975,767,33,31,36,39,2,5,0,1,43,46,658.8133895,182.9448459
27143,27,143,2010,15245,7661,7584,7113,7077,548,507,7496,7379,39,26,29,33,34,53,1,1,62,92,6968,6891,33,24,27,28,33,50,0,0,52,84,528,488,6,2,2,5,1,3,1,1,10,8,649.916497,208.0863764
27145,27,145,2010,150785,76016,74769,73775,72780,2241,1989,70577,69686,2535,2190,307,278,1506,1518,54,46,1037,1051,68628,67977,2480,2135,215,187,1477,1490,25,23,950,968,1949,1709,55,55,92,91,29,28,29,23,87,83,641.6366983,180.0659641
27147,27,147,2010,36545,18094,18451,16936,17319,1158,1132,17162,17550,535,477,57,64,137,148,12,7,191,205,16054,16470,524,467,37,49,131,144,10,7,180,182,1108,1080,11,10,20,15,6,4,2,0,11,23,671.0060291,223.843169
27149,27,149,2010,9719,4800,4919,4592,4814,208,105,4583,4636,43,41,47,65,68,83,1,0,58,94,4382,4544,43,39,42,57,68,83,0,0,57,91,201,92,0,2,5,8,0,0,1,0,1,3,613.4017167,179.2956463
27151,27,151,2010,9760,4915,4845,4734,4718,181,127,4810,4731,23,28,30,29,14,19,1,0,37,38,4637,4611,22,28,28,24,14,19,1,0,32,36,173,120,1,0,2,5,0,0,0,0,5,2,619.9813218,188.0611934
27153,27,153,2010,24885,12741,12144,12054,11544,687,600,12407,11830,76,44,65,52,51,72,18,9,124,137,11774,11279,59,30,48,42,48,67,16,8,109,118,633,551,17,14,17,10,3,5,2,1,15,19,635.6184879,165.1421133
27155,27,155,2010,3542,1759,1783,1737,1765,22,18,1654,1669,16,10,57,64,12,12,0,0,20,28,1633,1655,16,10,56,61,12,12,0,0,20,27,21,14,0,0,1,3,0,0,0,0,0,1,603.8712937,173.836035
27157,27,157,2010,21658,10861,10797,10536,10551,325,246,10656,10579,48,39,34,38,47,54,2,0,74,87,10352,10354,44,35,26,30,46,53,2,0,66,79,304,225,4,4,8,8,1,1,0,0,8,8,691.351747,215.5231087
27159,27,159,2010,13833,6839,6994,6751,6892,88,102,6615,6807,72,35,45,39,20,31,1,0,86,82,6539,6716,69,33,40,36,20,30,1,0,82,77,76,91,3,2,5,3,0,1,0,0,4,5,633.9928812,150.2738576
27161,27,161,2010,19137,8994,10143,8627,9532,367,611,8734,9500,74,303,39,138,59,71,1,2,87,129,8384,8935,69,292,31,120,59,70,1,1,83,114,350,565,5,11,8,18,0,1,0,1,4,15,663.5142461,224.058321
27163,27,163,2010,238844,118187,120657,113945,116684,4242,3973,104364,107575,4838,3893,708,511,5954,6310,63,52,2260,2316,100656,104142,4680,3746,590,392,5914,6268,50,43,2055,2093,3708,3433,158,147,118,119,40,42,13,9,205,223,677.0478899,194.1795115
27165,27,165,2010,11215,5630,5585,4472,4462,1158,1123,5431,5383,46,37,53,52,41,54,2,0,57,59,4317,4313,44,30,23,23,40,52,2,0,46,44,1114,1070,2,7,30,29,1,2,0,0,11,15,642.2213054,225.7561178
27167,27,167,2010,6571,3342,3229,3287,3167,55,62,3244,3148,23,8,32,29,17,13,0,0,26,31,3193,3086,21,8,31,29,17,13,0,0,25,31,51,62,2,0,1,0,0,0,0,0,1,0,604.0999728,156.9287207
27169,27,169,2010,51419,25305,26114,24593,25551,712,563,24048,24952,381,254,82,64,535,563,5,7,254,274,23397,24441,369,250,69,52,528,558,4,5,226,245,651,511,12,4,13,12,7,5,1,2,28,29,701.0369031,223.7663859
27171,27,171,2010,125118,62859,62259,61276,60741,1583,1518,60327,59676,743,607,225,251,667,851,20,26,877,848,58910,58334,712,578,195,210,643,836,17,22,799,761,1417,1342,31,29,30,41,24,15,3,4,78,87,654.907843,190.853006
27173,27,173,2010,10425,5329,5096,5136,4913,193,183,5057,4860,28,14,148,145,27,21,1,1,68,55,4885,4693,25,13,137,137,27,21,1,0,61,49,172,167,3,1,11,8,0,0,0,1,7,6,616.0650567,204.4695088
28001,28,001,2010,32251,16117,16134,14126,15970,1991,164,7750,6576,8050,9301,75,48,86,51,8,5,148,153,5989,6471,7901,9261,27,38,81,51,4,4,124,145,1761,105,149,40,48,10,5,0,4,1,24,8,727.7031682,588.2408172
28003,28,003,2010,37088,18116,18972,17484,18585,632,387,15849,16425,2023,2273,62,42,53,64,4,3,125,165,15265,16084,2001,2245,38,31,53,64,3,1,124,160,584,341,22,28,24,11,0,0,1,2,1,5,788.1995718,484.8634559
28005,28,005,2010,13110,6366,6744,6314,6684,52,60,3717,3843,2597,2836,10,16,16,19,0,0,26,30,3678,3806,2584,2814,10,15,16,19,0,0,26,30,39,37,13,22,0,1,0,0,0,0,0,0,741.7202153,596.2784359
28007,28,007,2010,19552,9277,10275,9115,10117,162,158,5437,5672,3751,4473,22,31,30,33,1,1,36,65,5296,5546,3737,4450,16,24,30,32,0,1,36,64,141,126,14,23,6,7,0,1,1,0,0,1,768.1325704,538.9467396
28009,28,009,2010,8720,4273,4447,4192,4376,81,71,2650,2686,1568,1702,14,18,15,14,1,0,25,27,2586,2632,1556,1687,13,17,15,14,0,0,22,26,64,54,12,15,1,1,0,0,1,0,3,1,773.9509624,487.9193616
28011,28,011,2010,34103,15856,18247,15524,17973,332,274,5695,5936,9924,12050,28,36,94,88,15,7,100,130,5462,5752,9855,11985,14,26,92,85,11,5,90,120,233,184,69,65,14,10,2,3,4,2,10,10,735.6514708,520.1010326
28013,28,013,2010,14957,7160,7797,6698,7462,462,335,5187,5373,1886,2312,19,18,15,22,0,1,53,71,4758,5078,1860,2276,12,15,15,22,0,0,53,71,429,295,26,36,7,3,0,0,0,1,0,0,772.311665,513.6921689
28015,28,015,2010,10580,5300,5280,5232,5231,68,49,3556,3434,1686,1782,12,15,17,16,0,0,29,33,3505,3399,1672,1771,10,13,17,16,0,0,28,32,51,35,14,11,2,2,0,0,0,0,1,1,759.3012085,528.8916179
28017,28,017,2010,17410,8286,9124,7961,8824,325,300,4703,5048,3465,3959,26,26,32,24,2,1,58,66,4443,4810,3417,3903,15,22,32,23,0,1,54,65,260,238,48,56,11,4,0,1,2,0,4,1,781.6362589,513.5006564
28019,28,019,2010,8545,4115,4430,4074,4380,41,50,2853,3006,1205,1382,9,5,15,13,1,0,32,24,2826,2960,1197,1379,7,5,15,13,1,0,28,23,27,46,8,3,2,0,0,0,0,0,4,1,775.6170227,530.7739418
28021,28,021,2010,9559,4502,5057,4444,5016,58,41,680,665,3748,4324,14,15,29,18,0,0,31,35,658,642,3715,4308,11,14,29,18,0,0,31,34,22,23,33,16,3,1,0,0,0,0,0,1,737.70547,573.3878889
28023,28,023,2010,16763,7987,8776,7910,8709,77,67,5284,5511,2620,3174,27,32,19,24,0,0,37,35,5224,5454,2608,3169,25,31,19,24,0,0,34,31,60,57,12,5,2,1,0,0,0,0,3,4,791.9394836,567.6639216
28025,28,025,2010,20577,9648,10929,9533,10846,115,83,4110,4252,5437,6574,25,27,29,26,0,0,47,50,4036,4202,5410,6549,13,22,29,26,0,0,45,47,74,50,27,25,12,5,0,0,0,0,2,3,786.15358,520.999672
28027,28,027,2010,26134,12006,14128,11857,14001,149,127,2907,3141,8940,10839,30,27,63,53,4,2,62,66,2820,3067,8899,10802,16,19,61,49,1,2,60,62,87,74,41,37,14,8,2,4,3,0,2,4,741.7850755,507.0595737
28029,28,029,2010,29430,14233,15197,13800,14881,433,316,6854,7090,7178,7887,41,37,52,51,5,3,103,129,6508,6858,7117,7824,29,24,51,50,2,2,93,123,346,232,61,63,12,13,1,1,3,1,10,6,749.338089,575.5536127
28031,28,031,2010,19612,9556,10056,9328,9914,228,142,6216,6271,3234,3683,24,9,26,28,1,3,55,62,6048,6170,3183,3646,20,8,26,28,1,2,50,60,168,101,51,37,4,1,0,0,0,1,5,2,771.6889633,581.1000884
28033,28,033,2010,161746,78851,82895,74331,79263,4520,3632,60052,61182,16518,19104,291,289,904,1164,63,58,1023,1098,55959,57953,16376,18960,161,178,892,1148,37,35,906,989,4093,3229,142,144,130,111,12,16,26,23,117,109,754.9343601,487.3750712
28035,28,035,2010,75113,35965,39148,34393,38062,1572,1086,22542,23474,12610,14794,162,121,227,278,27,18,397,463,21270,22591,12447,14670,79,87,221,272,11,12,365,430,1272,883,163,124,83,34,6,6,16,6,32,33,779.8591001,593.4998263
28037,28,037,2010,8125,3956,4169,3926,4140,30,29,2605,2657,1312,1479,10,6,12,11,0,0,17,16,2586,2633,1301,1474,10,6,12,11,0,0,17,16,19,24,11,5,0,0,0,0,0,0,0,0,738.9617503,587.6008464
28039,28,039,2010,22686,11475,11211,11194,11018,281,193,10305,10243,1041,828,27,32,18,32,0,0,84,76,10041,10063,1032,820,25,32,17,32,0,0,79,71,264,180,9,8,2,0,1,0,0,0,5,5,795.5845648,601.7463638
28041,28,041,2010,14391,8516,5875,8415,5824,101,51,5630,4823,2796,973,22,18,21,18,0,0,47,43,5555,4784,2773,962,20,17,21,18,0,0,46,43,75,39,23,11,2,1,0,0,0,0,1,0,795.0501973,591.5725516
28043,28,043,2010,21890,10344,11546,10223,11450,121,96,5980,6481,4218,4938,40,22,42,36,2,0,62,69,5907,6412,4193,4916,21,17,42,36,0,0,60,69,73,69,25,22,19,5,0,0,2,0,2,0,761.5231582,519.4042345
28045,28,045,2010,44012,21856,22156,21073,21463,783,693,19541,19722,1584,1649,106,124,195,238,15,11,415,412,18878,19145,1513,1601,91,104,193,233,9,9,389,371,663,577,71,48,15,20,2,5,6,2,26,41,775.7060586,616.1880365
28047,28,047,2010,187785,93382,94403,87606,90149,5776,4254,67852,66627,20136,21990,527,535,2480,2954,155,141,2232,2156,63039,63198,19728,21620,328,396,2420,2890,109,117,1982,1928,4813,3429,408,370,199,139,60,64,46,24,250,228,784.535275,612.7233687
28049,28,049,2010,245629,115409,130220,113293,128623,2116,1597,34413,36575,78840,91403,204,163,971,964,65,55,916,1060,33021,35619,78371,90981,170,134,926,934,29,37,776,918,1392,956,469,422,34,29,45,30,36,18,140,142,748.8112474,563.9862853
28051,28,051,2010,19127,8965,10162,8896,10085,69,77,1458,1535,7410,8538,32,18,22,22,1,1,42,48,1434,1513,7377,8490,20,13,22,22,1,1,42,46,24,22,33,48,12,5,0,0,0,0,0,2,755.8248541,538.7485793
28053,28,053,2010,9336,4376,4960,4268,4881,108,79,1066,1131,3214,3746,29,19,19,18,0,1,48,45,1001,1082,3183,3723,17,14,19,18,0,1,48,43,65,49,31,23,12,5,0,0,0,0,0,2,745.2838262,539.0670972
28055,28,055,2010,1396,805,591,779,563,26,28,243,217,524,334,14,11,11,12,0,0,13,17,226,200,516,324,13,10,11,12,0,0,13,17,17,17,8,10,1,1,0,0,0,0,0,0,734.931191,551.1599076
28057,28,057,2010,23417,11459,11958,11287,11837,172,121,10639,11117,714,718,36,27,19,33,2,1,49,62,10493,11014,699,710,30,24,19,33,2,1,44,55,146,103,15,8,6,3,0,0,0,0,5,7,794.6905436,502.0052485
28059,28,059,2010,139698,68855,70843,65289,67941,3566,2902,51367,51793,14572,15809,297,298,1399,1652,60,67,1160,1224,48344,49364,14292,15583,260,259,1350,1625,36,42,1007,1068,3023,2429,280,226,37,39,49,27,24,25,153,156,796.5051872,610.8218657
28061,28,061,2010,16983,8189,8794,8110,8745,79,49,3889,3974,4218,4735,26,18,14,19,1,0,41,48,3851,3950,4185,4714,19,14,14,19,0,0,41,48,38,24,33,21,7,4,0,0,1,0,0,0,781.5297771,569.1239544
28063,28,063,2010,7712,3817,3895,3787,3873,30,22,558,486,3228,3365,10,13,7,13,0,0,14,18,541,474,3215,3356,10,12,7,13,0,0,14,18,17,12,13,9,0,1,0,0,0,0,0,0,735.1751566,580.3161397
28065,28,065,2010,12464,5948,6516,5887,6469,61,47,2396,2438,3477,3997,24,21,13,23,0,0,38,37,2354,2412,3464,3980,19,18,13,23,0,0,37,36,42,26,13,17,5,3,0,0,0,0,1,1,765.1959694,583.3733161
28067,28,067,2010,67870,33055,34815,31122,33556,1933,1259,23404,23861,9095,10293,198,194,115,187,11,12,232,268,21710,22772,8978,10190,126,163,108,185,6,4,194,242,1694,1089,117,103,72,31,7,2,5,8,38,26,781.1152134,580.7277325
28069,28,069,2010,10415,5095,5320,5048,5268,47,52,1805,1861,3072,3197,157,173,12,20,0,3,49,66,1781,1837,3055,3185,151,165,12,20,0,1,49,60,24,24,17,12,6,8,0,0,0,2,0,6,791.4988046,546.8896183
28071,28,071,2010,47496,23455,24041,22859,23557,596,484,17351,17168,5264,6059,76,78,514,496,26,18,224,222,16874,16778,5210,6019,46,51,511,495,7,8,211,206,477,390,54,40,30,27,3,1,19,10,13,16,767.9128329,501.724447
28073,28,073,2010,56054,27121,28933,26461,28360,660,573,21366,22315,5084,5939,85,62,335,335,10,11,241,271,20782,21815,5047,5903,67,51,332,334,9,8,224,249,584,500,37,36,18,11,3,1,1,3,17,22,773.599426,593.3542512
28075,28,075,2010,80229,38664,41565,37898,40881,766,684,21720,22563,16234,18213,82,103,266,300,32,26,330,360,21186,22101,16128,18109,50,72,251,292,15,16,268,291,534,462,106,104,32,31,15,8,17,10,62,69,791.7726044,557.1083358
28077,28,077,2010,12893,6322,6571,6131,6518,191,53,4370,4362,1861,2118,22,21,18,22,1,0,50,48,4207,4324,1842,2110,17,17,18,22,0,0,47,45,163,38,19,8,5,4,0,0,1,0,3,3,758.3316277,584.4836387
28079,28,079,2010,23791,12332,11459,11748,11069,584,390,6112,6056,5248,4452,760,718,37,51,8,10,167,172,5756,5823,5207,4421,630,634,27,40,4,6,124,145,356,233,41,31,130,84,10,11,4,4,43,27,770.1768485,548.4781424
28081,28,081,2010,83048,39764,43284,38612,42428,1152,856,28358,30153,10643,12276,94,91,235,291,5,11,429,462,27434,29480,10477,12151,66,68,229,283,4,9,402,437,924,673,166,125,28,23,6,8,1,2,27,25,787.0845414,502.3223336
28083,28,083,2010,32307,15502,16805,15090,16515,412,290,4107,4232,11122,12286,57,56,87,83,4,10,125,138,3845,4074,11048,12216,19,30,81,76,3,6,94,113,262,158,74,70,38,26,6,7,1,4,31,25,749.977924,526.5681908
28085,28,085,2010,34863,16686,18177,16512,18005,174,172,11637,12296,4863,5632,29,49,50,64,2,5,105,131,11517,12178,4831,5601,25,40,48,60,1,3,90,123,120,118,32,31,4,9,2,4,1,2,15,8,749.7681973,585.3802924
28087,28,087,2010,59836,28372,31464,27854,31021,518,443,15899,16649,11959,14176,55,76,145,220,9,14,305,329,15532,16343,11875,14123,50,60,141,212,6,11,250,272,367,306,84,53,5,16,4,8,3,3,55,57,794.5912556,525.6527311
28089,28,089,2010,95552,45771,49781,44195,48532,1576,1249,27152,28401,16988,19750,234,185,1046,1060,53,36,298,349,25997,27460,16845,19633,63,76,1015,1040,7,9,268,314,1155,941,143,117,171,109,31,20,46,27,30,35,757.941465,552.8296973
28091,28,091,2010,27083,13088,13995,12897,13843,191,152,8704,9231,4207,4582,19,27,32,49,6,5,120,101,8546,9110,4188,4566,17,26,31,46,3,3,112,92,158,121,19,16,2,1,1,3,3,2,8,9,765.9102942,593.3073022
28093,28,093,2010,37104,18388,18716,17712,18215,676,501,9693,9410,8470,9053,36,35,25,50,9,8,155,160,9123,9016,8412,8994,28,30,23,45,3,2,123,128,570,394,58,59,8,5,2,5,6,6,32,32,766.7319691,489.9093449
28095,28,095,2010,36889,17548,19341,17342,19190,206,151,12007,13013,5339,6115,22,38,30,41,5,5,145,129,11867,12912,5301,6094,19,33,27,38,3,2,125,111,140,101,38,21,3,5,3,3,2,3,20,18,792.8000226,513.5515373
28097,28,097,2010,10924,5188,5736,5130,5693,58,43,2855,2980,2285,2705,10,15,19,24,0,0,19,12,2819,2943,2264,2699,9,15,19,24,0,0,19,12,36,37,21,6,1,0,0,0,0,0,0,0,766.473958,527.0883355
28099,28,099,2010,29687,14250,15437,13956,15211,294,226,8734,9363,2898,3368,2330,2431,41,56,12,12,235,207,8564,9238,2858,3338,2297,2406,39,49,6,6,192,174,170,125,40,30,33,25,2,7,6,6,43,33,780.0093886,547.8004219
28101,28,101,2010,21718,10415,11303,10250,11141,165,162,6763,7051,3043,3567,473,534,21,35,7,7,108,109,6656,6952,3019,3540,461,529,18,31,4,2,92,87,107,99,24,27,12,5,3,4,3,5,16,22,780.7154628,558.0570317
28103,28,103,2010,11511,5508,6003,5450,5963,58,40,1561,1593,3899,4355,12,19,9,13,0,0,27,23,1520,1568,3886,4343,10,18,9,13,0,0,25,21,41,25,13,12,2,1,0,0,0,0,2,2,792.4142701,536.4245475
28105,28,105,2010,47692,23787,23905,23384,23571,403,334,14820,13550,8020,9497,44,53,614,517,16,10,273,278,14525,13326,7979,9444,39,43,604,512,11,7,226,239,295,224,41,53,5,10,10,5,5,3,47,39,784.3294274,527.8755146
28107,28,107,2010,34700,16710,17990,16426,17774,284,216,8573,8758,7930,9003,34,47,25,51,9,5,139,126,8364,8615,7889,8953,29,42,19,48,4,3,121,113,209,143,41,50,5,5,6,3,5,2,18,13,756.8769162,502.2543209
28109,28,109,2010,55788,27556,28232,26657,27445,899,787,23489,23880,3324,3606,126,149,105,127,28,19,484,451,22710,23206,3303,3584,106,130,91,117,21,14,426,394,779,674,21,22,20,19,14,10,7,5,58,57,772.5445428,606.1840836
28111,28,111,2010,12258,5990,6268,5929,6206,61,62,4745,4884,1194,1301,14,19,12,16,1,0,24,48,4696,4829,1187,1296,14,18,8,15,0,0,24,48,49,55,7,5,0,1,4,1,1,0,0,0,786.4149759,593.3887441
28113,28,113,2010,40416,19255,21161,18984,20941,271,220,9077,9764,9848,11066,61,44,103,109,13,13,153,165,8922,9639,9775,11009,52,39,100,105,7,7,128,142,155,125,73,57,9,5,3,4,6,6,25,23,751.6036196,595.7042637
28115,28,115,2010,30008,14795,15213,13674,14493,1121,720,12427,12760,2062,2190,101,63,24,36,12,1,169,163,11476,12126,1997,2153,23,29,23,36,4,0,151,149,951,634,65,37,78,34,1,0,8,1,18,14,778.8001311,504.8794053
28117,28,117,2010,25189,12313,12876,12165,12748,148,128,10427,10916,1714,1801,36,28,9,28,1,0,126,103,10311,10819,1698,1787,26,20,9,27,0,0,121,95,116,97,16,14,10,8,0,1,1,0,5,8,790.0895724,492.447817
28119,28,119,2010,8188,3915,4273,3875,4240,40,33,1165,1221,2703,3012,15,15,9,11,0,0,23,14,1141,1201,2689,2999,13,15,9,11,0,0,23,14,24,20,14,13,2,0,0,0,0,0,0,0,749.0543822,506.0451086
28121,28,121,2010,142018,68726,73292,66588,71605,2138,1687,54056,57600,13000,13948,180,172,763,841,51,56,676,675,52246,56170,12871,13828,104,130,746,831,39,42,582,604,1810,1430,129,120,76,42,17,10,12,14,94,71,760.9319536,563.4680437
28123,28,123,2010,28358,13875,14483,12120,13265,1755,1218,8436,8357,5056,5814,114,73,42,46,86,46,141,147,7034,7360,4892,5693,41,43,27,36,13,6,113,127,1402,997,164,121,73,30,15,10,73,40,28,20,770.5294125,558.6049501
28125,28,125,2010,4873,2229,2644,2199,2616,30,28,635,715,1562,1893,11,10,9,12,0,0,12,14,619,699,1550,1881,9,10,9,12,0,0,12,14,16,16,12,12,2,0,0,0,0,0,0,0,738.7418161,546.6646714
28127,28,127,2010,27511,13343,14168,13135,14011,208,157,8530,8864,4627,5120,48,37,39,43,19,11,80,93,8384,8765,4586,5078,30,24,39,43,18,11,78,90,146,99,41,42,18,13,0,0,1,0,2,3,762.2732978,573.5567253
28129,28,129,2010,16460,8011,8449,7920,8364,91,85,6187,6353,1764,2039,16,10,11,15,0,0,33,32,6112,6290,1751,2018,14,10,11,14,0,0,32,32,75,63,13,21,2,0,0,1,0,0,1,0,772.0651807,569.8589481
28131,28,131,2010,17890,8956,8934,8821,8818,135,116,7096,7044,1733,1729,37,39,15,40,2,3,73,79,6969,6944,1730,1718,37,36,15,40,2,3,68,77,127,100,3,11,0,3,0,0,0,0,5,2,784.1732512,604.7178941
28133,28,133,2010,29406,15706,13700,15485,13554,221,146,4230,3372,11294,10190,41,35,37,36,4,3,100,64,4100,3291,11226,10131,28,29,36,36,1,3,94,64,130,81,68,59,13,6,1,0,3,0,6,0,743.0203779,525.4048356
28135,28,135,2010,15346,8414,6932,7585,6887,829,45,3767,2553,4397,4316,47,13,116,21,14,0,73,29,3033,2526,4345,4298,33,13,107,21,12,0,55,29,734,27,52,18,14,0,9,0,2,0,18,0,752.3322994,514.5701485
28137,28,137,2010,28981,14005,14976,13647,14689,358,287,9694,10009,4123,4732,28,33,27,39,2,4,131,159,9397,9765,4082,4708,28,33,27,39,0,1,113,143,297,244,41,24,0,0,0,0,2,3,18,16,756.6357942,493.8471156
28139,28,139,2010,22240,10854,11386,10330,10967,524,419,8966,9285,1710,1892,40,42,19,27,1,0,118,140,8493,8912,1676,1864,33,31,19,27,0,0,109,133,473,373,34,28,7,11,0,0,1,0,9,7,780.6332778,488.7280188
28141,28,141,2010,19594,9456,10138,9160,9907,296,231,9083,9721,270,304,40,27,11,23,1,0,51,63,8817,9511,260,289,23,23,11,23,0,0,49,61,266,210,10,15,17,4,0,0,1,0,2,2,796.4951973,488.3012305
28143,28,143,2010,10738,5065,5673,4938,5577,127,96,1344,1277,3614,4292,30,21,31,26,2,0,44,57,1237,1208,3602,4270,27,16,30,26,0,0,42,57,107,69,12,22,3,5,1,0,2,0,2,0,746.3908602,494.654185
28145,28,145,2010,27162,13266,13896,12573,13408,693,488,11130,11605,1930,2085,36,34,22,28,10,3,138,141,10500,11173,1901,2058,26,19,22,28,2,1,122,129,630,432,29,27,10,15,0,0,8,2,16,12,778.9697568,497.1127106
28147,28,147,2010,15416,7481,7935,7374,7829,107,106,4064,4212,3298,3585,36,30,21,24,1,0,61,84,3978,4141,3286,3559,31,26,19,24,0,0,60,79,86,71,12,26,5,4,2,0,1,0,1,5,758.9659621,596.0377778
28149,28,149,2010,48840,23201,25639,22711,25229,490,410,12140,12728,10590,12462,72,65,193,200,10,8,196,176,11729,12426,10541,12381,63,51,190,197,6,7,182,167,411,302,49,81,9,14,3,3,4,1,14,9,738.7292188,562.1584123
28151,28,151,2010,51078,23770,27308,23486,27093,284,215,6797,7097,16642,19849,43,42,135,138,9,15,144,167,6636,6982,16572,19783,25,28,128,136,4,11,121,153,161,115,70,66,18,14,7,2,5,4,23,14,734.7883446,535.0729026
28153,28,153,2010,20743,9954,10789,9812,10688,142,101,6095,6316,3766,4341,26,25,18,25,3,0,46,82,5986,6249,3741,4313,21,20,18,25,0,0,46,81,109,67,25,28,5,5,0,0,3,0,0,1,792.6500659,579.3062771
28155,28,155,2010,10271,4991,5280,4927,5224,64,56,3982,4140,960,1101,10,9,1,11,0,0,38,19,3927,4090,957,1096,4,8,1,11,0,0,38,19,55,50,3,5,6,1,0,0,0,0,0,0,774.240922,522.9987298
28157,28,157,2010,9845,5219,4626,5188,4597,31,29,1504,1315,3679,3284,7,6,12,11,0,0,17,10,1487,1297,3667,3274,7,5,11,11,0,0,16,10,17,18,12,10,0,1,1,0,0,0,1,0,729.2580326,597.3272732
28159,28,159,2010,19194,9233,9961,9123,9867,110,94,4882,5145,4158,4619,90,90,31,22,2,0,70,85,4791,5081,4149,4597,83,84,30,22,1,0,69,83,91,64,9,22,7,6,1,0,1,0,1,2,781.2877366,537.9407235
28161,28,161,2010,12650,6042,6608,5975,6532,67,76,3735,3943,2223,2576,16,16,18,19,0,0,50,54,3679,3894,2213,2555,15,15,18,19,0,0,50,49,56,49,10,21,1,1,0,0,0,0,0,5,763.1981802,511.7512285
28163,28,163,2010,28012,15239,12773,14050,12672,1189,101,6496,5018,8443,7601,87,24,84,50,2,0,127,80,5480,4972,8342,7551,48,21,76,50,1,0,103,78,1016,46,101,50,39,3,8,0,1,0,24,2,748.9687256,549.0129254
